Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/20/2024 10:10:16 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;N1/N9;Brazil;Other;No;;;;99.0;1.0;COMPLETE;2/20/2024 9:27:55 PM;06/07/2024 18:48;3qb7km1g;c01935b5-d033-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/15/2024 11:04:33 PM;Class Reunion Committee Members;Yes;2004;International MBA;S3;Spain;Finance;;;;;65.0;1.0;COMPLETE;2/20/2024 9:50:06 PM;06/12/2024 12:05;0yx49y9m;db36e3a1-cc4d-11ee-8caf-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/21/2024 8:36:18 AM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No allergies;;;;99.0;1.0;COMPLETE;2/21/2024 7:42:47 AM;06/08/2024 11:04;nats3ryq;c6720eb4-d089-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY GUEST,SUNDAY 9 de junio""";"""Programa Master_en,English,non_associate,Bahrain,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;2/21/2024 9:14:41 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;;Bahrain;Technology ;;;;;99.0;1.0;COMPLETE;2/21/2024 8:09:57 PM;06/07/2024 17:02;6terv0jg;4184b2f7-d0f4-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY GUEST,SUNDAY 9 de junio""";"""Programa Master_en,English,non_associate,Bahrain,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;2/21/2024 9:14:41 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;IMBA;;Bahrain;;None;;;;;;;;;;;
;;;;179.0;1.0;COMPLETE;2/21/2024 8:09:57 PM;;8ff5cbb2-1646-e211-84c1-005056b4768a;6terv0jg;4184b2f7-d0f4-11ee-a691-02b922c01bc9;;;;;;;;;;;;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""BELGIUM,Programa Master_en,English,associate,GOMBA SEP-2021,Madrid,Alumni,GOMBA,MCS-PT,MCS-PT ABR-2019""";Yes;2/24/2024 12:25:04 PM;Club Leaders;Yes;2020;Master in Cybersecurity Part-Time (2020) & Global Online MBA (2023);Master in Cybersecurity (N/A) - Global Online MBA (Section 1);Belgium;Technology ;;;;;50.0;1.0;COMPLETE;2/24/2024 11:21:19 AM;06/07/2024 15:42;99qxazvr;d4f9b3f1-d306-11ee-a691-02b922c01bc9;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/25/2024 9:10:57 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;A2;Germany;Finance;No;;;;99.0;1.0;COMPLETE;03/06/2024 20:40;06/07/2024 16:36;asvwzabm;828b4041-d419-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""AUSTRALIA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;02/09/2024 16:35;GAW early bird ticket - ENDED;Yes;2014;International MBA;N5;Australia;Technology ;Tree nut allergy ;;;;99.0;1.0;COMPLETE;02/09/2024 15:33;06/07/2024 17:21;mgp3pakk;9bec4e87-c760-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA""";"""AUSTRALIA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;02/09/2024 16:35;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N5;Australia;;Tree nut allergy (e.g hazelnuts, Brazil nuts, almond, macadamia, pistachio, cashew, walnut, pecan). Peanuts and sesame are ok. ;;;;179.0;1.0;COMPLETE;04/11/2024 13:01;6/19/2024 11:55:11 AM;fk8f4503;9bec4e87-c760-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/26/2024 10:01:05 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;N5;Germany;International Development and Social Impact ;Gluten free;;;;99.0;1.0;COMPLETE;2/26/2024 8:53:04 PM;06/07/2024 16:34;dxaad7xm;09a37c49-d4e9-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/26/2024 10:01:05 PM;GAW early bird ticket - ENDED;Yes;2014;IMBA;N4;Germany;Consulting;gluten and dairy free;;;;99.0;1.0;COMPLETE;2/26/2024 8:53:04 PM;06/07/2024 16:38;dxaad7xm;09a37c49-d4e9-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/26/2024 10:01:05 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;imba;n5;Germany;;gluten and dairy free;;;;179.0;1.0;COMPLETE;2/26/2024 8:53:04 PM;6/18/2024 4:01:12 PM;dxaad7xm;09a37c49-d4e9-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;2/26/2024 10:01:05 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;imba;n4;Germany;;gluten and dairy free;;;;179.0;1.0;COMPLETE;2/26/2024 8:53:04 PM;6/18/2024 4:32:17 PM;dxaad7xm;09a37c49-d4e9-11ee-a691-02b922c01bc9;
Alumni;"""MIM Oct 2008,Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SPAIN,MIM-English,Programa Master_en,Executive Programs,Spanish,non_associate,Madrid,Alumni,Programa Master Oficial_en,NEGOCIACION - ON LINE,MIM (OF),MIM-English - OCT-2008,NEGOCIACION - ON LINE NOV-2011,MIM (OF) OCT-2008""";Yes;2/27/2024 3:07:36 PM;Club Leaders;Yes;2009;MMIM (Master in International Management );S1;Spain;Technology ;Lactose intolerant;;;;50.0;1.0;COMPLETE;2/27/2024 2:05:21 PM;06/07/2024 16:35;q97wmvpt;3eff579e-d579-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Degree,MCXI,English,non_associate,BCDM SEP-2018,Madrid,Segovia,MCXI SEP-2022,BCDM,Alumni,GAW 24,Last Online after 2020""";Yes;2/28/2024 12:00:12 AM;GAW early bird ticket - ENDED;Yes;2023;Master in Customer Experience and Innovation;;Germany;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;99.0;1.0;COMPLETE;2/27/2024 10:57:10 PM;06/07/2024 16:44;e2pvrban;8a0745e7-d5c3-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th""";"""SPAIN,Programa Master_en,Executive Programs,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;2/28/2024 5:40:15 PM;GAW early bird ticket - ENDED;Yes;2004;exMBA 2004;exMBA 2004;Spain;Other;NO;;;;99.0;1.0;COMPLETE;2/28/2024 4:36:27 PM;06/07/2024 16:08;1vq8cmet;84bfe5ef-d657-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;2/28/2024 6:18:09 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;United States Of America;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;99.0;1.0;COMPLETE;2/28/2024 5:15:20 PM;06/07/2024 16:26;2k8fmjg2;f3b64877-d65c-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""RUSSIA,MIM-English,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;2/28/2024 7:14:43 PM;GAW early bird ticket - ENDED;Yes;2018;Master in Management;S3;Ireland;Technology ;;;;;99.0;1.0;COMPLETE;2/28/2024 6:11:04 PM;06/07/2024 15:56;jcckva2z;bc761a2c-d664-11ee-a691-02b922c01bc9;
Alumni;"""FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""ITALY,Programa Master_en,English,associate,Madrid,MBD-PT ENE-2022,Alumni,MBD-PT,GAW 24,Last Online after 2020""";Yes;2/28/2024 9:55:05 PM;GAW early bird ticket - ENDED;Yes;2023;Master in Business Analytics and Big Data Part-Time;;Italy;Technology ;;;;;99.0;1.0;COMPLETE;2/28/2024 8:48:30 PM;06/07/2024 17:02;bktxarex;ba9e43a0-d67a-11ee-a691-02b922c01bc9;
Alumni;"""FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""ITALY,Programa Master_en,English,associate,Madrid,MBD-PT ENE-2022,Alumni,MBD-PT,GAW 24,Last Online after 2020""";Yes;2/28/2024 9:55:05 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2023;Master in Business Analytics and Big Data ;;Italy;;;;;;179.0;1.0;COMPLETE;2/28/2024 8:48:30 PM;6/19/2024 11:56:10 AM;bktxarex;ba9e43a0-d67a-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""RUSSIA,MIM-English,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;2/28/2024 11:16:04 PM;GAW early bird ticket - ENDED;Yes;2018;Master in Management;Marketing & Sales;Ireland;Technology ;;;;;99.0;1.0;COMPLETE;2/28/2024 10:14:26 PM;06/07/2024 15:57;r074p5er;bbd6e600-d686-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SPAIN,Degree,English,non_associate,BCDM SEP-2018,Segovia,BCDM,Alumni,GAW 24,Last Online after 2020""";Yes;2/29/2024 9:55:16 AM;GAW early bird ticket - ENDED;Yes;2022;Bachelor in Communication and Digital Media Segovia Campus;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;99.0;1.0;COMPLETE;2/29/2024 8:52:48 AM;06/07/2024 16:43;jqsvapfp;e9a835bc-d6df-11ee-a691-02b922c01bc9;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""JORDAN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG ABR-2013""";Yes;2/29/2024 11:59:21 AM;GAW early bird ticket - ENDED;Yes;2014;International MBA;A1;Qatar;Finance;No ;;;;99.0;1.0;COMPLETE;2/29/2024 10:57:22 AM;06/07/2024 16:49;6ky481q9;50e45185-d6f1-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,GAR BOARD,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,English,Bootcamps,non_associate,IEXL-DS-BC-PT OCT-2019,Madrid,IEXL-DS-BC-PT,EMBA-ES-S,Alumni,EMBA-ES-S - OCT-2014""";Yes;03/01/2024 11:54;GAW early bird ticket - ENDED;Yes;2015;Executive MBA español presencial semanal;;Spain;Technology ;NO;;;;99.0;1.0;COMPLETE;03/01/2024 10:53;06/07/2024 18:36;h2vvj9p9;df76b38f-d7b9-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""PORTUGAL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;03/01/2024 13:57;GAW early bird ticket - ENDED;Yes;2014;International MBA;N5;Portugal;Other;No;;;;99.0;1.0;COMPLETE;03/01/2024 12:55;06/07/2024 19:16;py2r3cnh;ea30a466-d7ca-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA,GALA GUEST""";"""ROMANIA,Programa Master_en,English,associate,GOMBA SEP-2021,Madrid,Alumni,GOMBA""";Yes;03/01/2024 15:39;GAW early bird ticket - ENDED;Yes;2023;Global Online MBA;Section 2;Romania;Other;;;;;99.0;1.0;COMPLETE;03/01/2024 14:27;06/07/2024 16:08;8ma4s1nb;11b068c0-d645-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA,GALA GUEST""";"""ROMANIA,Programa Master_en,English,associate,GOMBA SEP-2021,Madrid,Alumni,GOMBA""";Yes;03/01/2024 15:39;GAW early bird ticket - ENDED;No;2018;Master in Electrical and Computer Engineering;N/a;Portugal;Other;N/a;;;;99.0;1.0;COMPLETE;03/01/2024 14:27;06/07/2024 16:08;8ma4s1nb;11b068c0-d645-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA,GALA GUEST""";"""ROMANIA,Programa Master_en,English,associate,GOMBA SEP-2021,Madrid,Alumni,GOMBA""";Yes;03/01/2024 15:39;Gala Dinner Spring Sale Ticket - ENDED;Yes;2023;Global Online MBA;Section 2;Romania;;;;;;179.0;1.0;COMPLETE;03/01/2024 14:27;6/18/2024 12:56:20 PM;8ma4s1nb;11b068c0-d645-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST,GALA,GALA GUEST""";"""ROMANIA,Programa Master_en,English,associate,GOMBA SEP-2021,Madrid,Alumni,GOMBA""";Yes;03/01/2024 15:39;Gala Dinner Spring Sale Ticket - ENDED;No;2018;Master in Electrical and Computer Engineering;;Portugal;;;;;;179.0;1.0;COMPLETE;03/01/2024 14:27;6/19/2024 12:18:26 PM;8ma4s1nb;11b068c0-d645-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ESP,GAW 24,Last Online after 2020""";Yes;03/01/2024 17:51;Class Reunion Committee Members;Yes;2014;International MBA;N8;Mexico;Finance;No;;;;65.0;1.0;COMPLETE;03/01/2024 16:46;06/07/2024 16:38;faxs7j1t;39331f27-d7eb-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""MEXICO,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ESP,GAW 24,Last Online after 2020""";Yes;03/01/2024 17:51;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;IMBA;N8;Mexico;;No;;;;179.0;1.0;COMPLETE;03/01/2024 16:46;6/19/2024 12:50:53 PM;faxs7j1t;39331f27-d7eb-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY GUEST,SATURDAY GUEST,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""INDIA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;03/01/2024 19:31;GAW early bird ticket - ENDED;Yes;2014;International MBA;N4;India;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);;;;;99.0;1.0;COMPLETE;03/01/2024 18:24;06/07/2024 17:01;8tn9gdaw;f20823c7-d7f8-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY GUEST,SATURDAY GUEST,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""INDIA,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;03/01/2024 19:31;GAW early bird ticket - ENDED;No;Not applicable;;;India;Technology ;;;;;99.0;1.0;COMPLETE;03/01/2024 18:24;06/07/2024 17:01;8tn9gdaw;f20823c7-d7f8-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Oct 2003,Visibility YES,SATURDAY 8 de junio""";"""PORTUGAL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;03/02/2024 12:15;GAW early bird ticket - ENDED;Yes;2004;International MBA;N.A.;Portugal;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;99.0;1.0;COMPLETE;03/02/2024 11:13;06/08/2024 11:05;4c9c0x21;f1e4d10f-d885-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,FRIDAY GUEST,GALA GUEST,GALA""";"""Programa Master_en,English,associate,EMBA-EN ABR-2021,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;03/02/2024 20:36;GAW early bird ticket - ENDED;Yes;2022;Executive MBA;A1;Saudi Arabia;Other;No pork;;;;99.0;1.0;COMPLETE;03/02/2024 19:22;06/07/2024 16:45;g73h4qkb;2ca257ac-d8ca-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,FRIDAY GUEST,GALA GUEST,GALA""";"""Programa Master_en,English,associate,EMBA-EN ABR-2021,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;03/02/2024 20:36;GAW early bird ticket - ENDED;Yes;2022;Executive MBA ;A1;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);Pineapple;;;;99.0;1.0;COMPLETE;03/02/2024 19:22;06/07/2024 17:44;g73h4qkb;2ca257ac-d8ca-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,FRIDAY GUEST,GALA GUEST,GALA""";"""Programa Master_en,English,associate,EMBA-EN ABR-2021,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;03/02/2024 20:36;Gala Dinner Spring Sale Ticket - ENDED;Yes;2022;Executive MBA;A1;Saudi Arabia;;No pork;;;;179.0;1.0;COMPLETE;03/02/2024 19:22;6/18/2024 5:50:09 PM;g73h4qkb;2ca257ac-d8ca-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SUNDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,FRIDAY GUEST,GALA GUEST,GALA""";"""Programa Master_en,English,associate,EMBA-EN ABR-2021,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;03/02/2024 20:36;Gala Dinner Spring Sale Ticket - ENDED;Yes;2022;Executive MBA;A1;Spain;;Pineapple;;;;179.0;1.0;COMPLETE;03/02/2024 19:22;6/18/2024 5:29:10 PM;g73h4qkb;2ca257ac-d8ca-11ee-a691-02b922c01bc9;
Alumni;"""Visibility YES""";"""Programa Master_en,Spanish,non_associate,Madrid,Alumni,MBAP,GAW 24,Last Online after 2020""";Yes;03/03/2024 12:49;Class Reunion Committee Members;Yes;2004;MBAP;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);no;;;;65.0;1.0;COMPLETE;03/12/2024 19:07;;d80409jh;c6feaee1-d953-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""GERMANY,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;03/04/2024 9:55;GAW early bird ticket - ENDED;Yes;2014;International MBA;N5;Germany;Media & Entertainment;none;;My passport will expire soon, so I might have a new ID number;;99.0;1.0;COMPLETE;03/04/2024 8:54;06/07/2024 17:24;kh8v2crp;d432f3cd-da04-11ee-a691-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;03/04/2024 18:51;GAW early bird ticket - ENDED;Yes;2014;International MBA;N4;United Kingdom;Other;;;;;99.0;1.0;COMPLETE;03/04/2024 17:47;06/07/2024 18:19;0eerwtfa;35aa3f99-da4f-11ee-a279-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;03/04/2024 18:51;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N4;United Kingdom;;;;;;179.0;1.0;COMPLETE;03/04/2024 17:47;6/19/2024 12:46:49 PM;0eerwtfa;35aa3f99-da4f-11ee-a279-02b922c01bc9;
Alumni;"""IMBA Jan 2019,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;03/04/2024 21:12;GAW early bird ticket - ENDED;Yes;2019;International MBA;J5;Germany;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;99.0;1.0;COMPLETE;03/04/2024 20:09;06/07/2024 20:02;gcnadtcn;24381f86-da63-11ee-a279-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""UNITED ARAB EMIRATES,Programa Master_en,associate,IMBA-ENG SEP-2016,Alumni,GAW 24,Last Online after 2020""";Yes;03/05/2024 18:51;GAW early bird ticket - ENDED;Yes;2017;International MBA;Na;United Arab Emirates;Technology ;No;;;;99.0;1.0;COMPLETE;03/05/2024 17:48;06/08/2024 9:58;je18znre;b409663e-db17-11ee-a279-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""UNITED ARAB EMIRATES,Programa Master_en,associate,IMBA-ENG SEP-2016,Alumni,GAW 24,Last Online after 2020""";Yes;03/05/2024 18:51;GAW early bird ticket - ENDED;No;Not applicable;Na;Na;Ukraine;Technology ;Na;;;;99.0;1.0;COMPLETE;03/05/2024 17:48;06/08/2024 9:58;je18znre;b409663e-db17-11ee-a279-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""UNITED ARAB EMIRATES,Programa Master_en,associate,IMBA-ENG SEP-2016,Alumni,GAW 24,Last Online after 2020""";Yes;03/05/2024 18:51;Gala Dinner Spring Sale Ticket - ENDED;Yes;2017;Imba;Na;Brazil;;Na;;;;179.0;1.0;COMPLETE;03/05/2024 17:48;6/17/2024 3:27:31 PM;je18znre;b409663e-db17-11ee-a279-02b922c01bc9;
Alumni;"""Visibility YES,SATURDAY 8 de junio,SATURDAY GUEST,GALA,GALA GUEST""";"""UNITED ARAB EMIRATES,Programa Master_en,associate,IMBA-ENG SEP-2016,Alumni,GAW 24,Last Online after 2020""";Yes;03/05/2024 18:51;Gala Dinner Spring Sale Ticket - ENDED;No;Not applicable;Na;Na;Ukraine;;Na;;;;179.0;1.0;COMPLETE;03/05/2024 17:48;6/17/2024 3:27:32 PM;je18znre;b409663e-db17-11ee-a279-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,English,non_associate,Alumni,Last Online after 2020""";No;2/19/2024 10:28:22 PM;GAW early bird ticket - ENDED;Yes;2014;Master in Management;;Germany;Real Estate / Arquitecture / Design;Nuts;;;;99.0;1.0;COMPLETE;2/19/2024 9:25:02 PM;;rb8mkhje;57fb228a-cf6d-11ee-9f6c-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,English,non_associate,Alumni,Last Online after 2020""";No;2/19/2024 10:28:22 PM;GAW early bird ticket - ENDED;;;;;;;;;;;-99.0;-1.0;COMPLETE;03/06/2024 12:48;;rb8mkhje;57fb228a-cf6d-11ee-9f6c-02b922c01bc9;
Alumni;"""IMBA Jan 2019,Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""ITALY,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;03/07/2024 13:20;GAW early bird ticket - ENDED;Yes;2019;International MBA;J5;Italy;International Development and Social Impact ;;;;;99.0;1.0;COMPLETE;03/07/2024 12:16;06/07/2024 16:28;q3pfzd0r;76d6c5ac-dc7c-11ee-be7f-0a31732c095b;
